Sponsor,Study Title,Medicine or Vaccine (generic name),Sponsor Identification Number,Trial Registry Identification Number(s),Medical Condition,Phase,Link to Sponsor Study Registry,Link to study details on ClinicalTrials.gov (if available),Link to study details on EudraCT (if available),Analysis-ready dataset,Annotated case report form,Clinical study report,Dataset specifications,Protocol with any amendments,Raw dataset,Reporting and analysis plan,Additional Information about the data and documents available for this study,Date Added to this Site
GSK,"Clinical Evaluation of Ropinirole CR-RLS Tablets in Restless Legs Syndrome-Open-Label, Uncontrolled Study. Classification: Clinical Pharmacology, Exploratory",ropinirole,ROX107846,NCT00530790,Restless Legs Syndrome,Phase 2,http://www.gsk-clinicalstudyregister.com/study/107846,http://clinicaltrials.gov/show/NCT00530790,,Y,Y,N,Y,N,N,Y,A raw dataset is not available for this study. A clinical study report is not available for this study because an English language version was not created.,1-Jul-2015
GSK,An open-label extension study of the long-term safety and efficacy of rosiglitazone extended-release (RSG XR) as adjunctive therapy to acetylcholinesterase inhibitors in subjects with mild-to-moderate Alzheimer's disease (REFLECT-4).,rosiglitazone,AVA102675,NCT00490568,Alzheimer's Disease,Phase 3,http://www.gsk-clinicalstudyregister.com/study/AVA102675,http://clinicaltrials.gov/show/NCT00490568,,Y,N,Y,Y,Y,Y,Y,"This is a follow-up study to AVA 102670,  and AVA102672. An annotated case report form is not available for this study. A blank will be provided.",1-May-2013
GSK,An open-label extension study of the long-term safety and efficacy of rosiglitazone extended-release (RSG XR) in subjects with mild-to-moderate Alzheimer's disease (REFLECT-5),rosiglitazone,AVA102677,NCT00550420,Alzheimer's Disease,Phase 3,http://www.gsk-clinicalstudyregister.com/study/AVA102677,http://clinicaltrials.gov/show/NCT00550420,,Y,Y,Y,Y,Y,Y,Y,This is a follow-up study to AVA105640.,1-May-2013
GSK,"A 24-week, double-blind, double-dummy, randomized, parallel-group study to investigate the effects of rosiglitazone (extended release tablets), donepezil, and placebo as monotherapy on cognition and overall clinical response in APOE ε4-stratified subjects with mild to moderate Alzheimer’s disease. (REFLECT-1)",rosiglitazone,AVA105640,NCT00428090,Alzheimer's Disease,Phase 3,http://www.gsk-clinicalstudyregister.com/study/105640,http://clinicaltrials.gov/show/NCT00428090,,Y,Y,Y,Y,Y,Y,Y,A follow-up study AVA102677 was conducted.,1-May-2013
GSK,An open label single oral dose study in patients with mild Alzheimer's disease to assess the pharmacokinetics of extended release formulation of Rosiglitazone (RSG XR) in this population,rosiglitazone,AVA109941,NCT00688207,Alzheimer's Disease,Phase 1,http://www.gsk-clinicalstudyregister.com/study/AVA109941,http://clinicaltrials.gov/show/NCT00688207,,Y,Y,Y,Y,Y,Y,Y,,1-May-2013
GSK,"A 52 Week Randomized, Double-Blind, Multicenter, Mechanistic Study with a 24 Week Open-Label Follow-Up to Evaluate the Effect of AVANDIA TM on Bone in Postmenopausal Women with Type 2 Diabetes Mellitus",rosiglitazone,AVD111179,NCT00679939,"Diabetes Mellitus, Type 2",Phase 4,http://www.gsk-clinicalstudyregister.com/study/AVD111179,http://clinicaltrials.gov/show/NCT00679939,,Y,Y,Y,Y,Y,Y,Y,,1-May-2013
GSK,Thiazolidinedione Intervention with vitamin D Evaluation (TIDE) A Multicenter Randomized Double-Blind Placebo Controlled Trial of a Thiazolidinedione or Placebo and of Vitamin D or Placebo In People With Type 2 Diabetes at Risk For Cardiovascular Disease,rosiglitazone,AVD111960,NCT00879970,"Diabetes Mellitus, Type 2",Phase 4,http://www.gsk-clinicalstudyregister.com/study/111960,http://clinicaltrials.gov/show/NCT00879970,,N,Y,Y,Y,Y,Y,Y,An analysis-ready dataset is not available for this study.,1-May-2013
GSK,"A randomized, double-blind, placebo controlled, incomplete block, 3 way cross over study in subjects with allergic rhinitis to assess the effect of intranasal repeat doses of SB-705498 when administered alone or in conjunction with intranasal fluticasone propionate on the symptoms of rhinitis in the Vienna allergen challenge chamber",SB705498,VR1111924,NCT01424397,Rhinitis,Phase 2,http://www.gsk-clinicalstudyregister.com/study/111924,http://clinicaltrials.gov/show/NCT01424397,,Y,Y,Y,Y,Y,Y,Y,,1-May-2013
GSK,"A Randomized, Double-blind, Double-dummy, Placebo-controlled, Crossover Study to Evaluate the Efficacy of TREXIMET® (Sumatriptan + Naproxen Sodium) vs. Butalbital-containing Combination Medications for the Acute Treatment of Migraine when administered during the Moderate-Severe Migraine Pain, 1 of 2",sumatriptan/naproxen,TRX109011,NCT01812408,Migraine Disorders,Phase 3,http://www.gsk-clinicalstudyregister.com/study/TRX109011,http://clinicaltrials.gov/show/NCT01812408,,Y,Y,Y,Y,Y,Y,Y,The results of this study have been pooled with study TRX109013 and summarised on the GSK Clinical Study Register.,1-May-2013
GSK,"A Crossover, Randomized, Double-blind, Double-dummy, Placebo-controlled Study to Evaluate the Efficacy of TREXIMET®/Sumatriptan + Naproxen Sodium vs. Butalbital-containing Combination Medications for the Acute Treatment of Migraine when administered during Moderate-Severe Migraine Pain, 2 of 2",sumatriptan/naproxen,TRX109013,NCT00599157,Migraine Disorders,Phase 3,http://www.gsk-clinicalstudyregister.com/study/TRX109013,http://clinicaltrials.gov/show/NCT00599157,,Y,Y,Y,Y,Y,Y,Y,The results of this study have been pooled with study TRX109011 and summarised on the GSK Clinical Study Register.,1-May-2013
GSK,"Assessment of the effect of sumatriptan and naproxen sodium combination tablet, sumatriptan tablet, and naproxen sodium tablet treatment on blood pressure when administered intermittently for six months for the acute treatment of migraine attacks, with or without aura, in adults",sumatriptan/naproxen,TXA110948,NCT00792636,Migraine Disorders,Phase 4,http://www.gsk-clinicalstudyregister.com/study/110948,http://clinicaltrials.gov/show/NCT00792636,,Y,Y,Y,Y,Y,Y,Y,,1-May-2013
GSK,"A Multicenter, Randomized, Double-Blind, Vehicle-Controlled, Parallel-Group Study to Evaluate the Safety and Efficacy of Tazarotene Foam, 0.1%, in Subjects with Acne Vulgaris",tazarotene,STF114575,NCT01017146,Acne Vulgaris,Phase 3,http://www.gsk-clinicalstudyregister.com/study/114575,http://clinicaltrials.gov/show/NCT01017146,,N,Y,Y,Y,Y,Y,Y,An analysis-ready dataset is not available for this study.,1-May-2013
GSK,"A Multicenter, Randomized, Double-Blind, Vehicle-Controlled, Parallel-Group Study to Evaluate the Safety and Efficacy of Tazarotene Foam, 0.1%, in Subjects with Acne Vulgaris",tazarotene,STF114576,NCT01017120,Acne Vulgaris,Phase 3,http://www.gsk-clinicalstudyregister.com/study/114576,http://clinicaltrials.gov/show/NCT01017120,,N,Y,Y,Y,Y,Y,Y,An analysis-ready dataset is not available for this study.,1-May-2013
GSK,"A multi-centre, randomized, double-blind, placebo-controlled, cross-over study to evaluate the effects of GW597599 and GR205171 on sleep continuity, PSG sleep recordings, subjective sleep assessment and daytime cognitive function in subjects with primary insomnia",vestipitant,NKI110334,NCT00606697,Sleep Initiation and Maintenance Disorders,Phase 2,http://www.gsk-clinicalstudyregister.com/study/NKI110334,http://clinicaltrials.gov/show/NCT00606697,,Y,Y,Y,Y,Y,Y,Y,,1-Mar-2015
GSK,"A 28-Day, Polysomnographic and Subjective Assessment of Vestipitant (15mg/day) for the Treatment of Primary Insomnia in Adult Outpatients",vestipitant,NKI111364,NCT00992160,Sleep Disorders,Phase 2,http://www.gsk-clinicalstudyregister.com/study/111364,http://clinicaltrials.gov/show/NCT00992160,,Y,Y,Y,Y,Y,Y,Y,,1-Mar-2015
GSK,Evaluation of the immunogenicity and safety of GlaxoSmithKline Biologicals' HPV vaccine 580299 when administered as a 3-dose schedule in healthy Japanese pre-adolescent and adolescent female subjects.,Human Papillomavirus Types 16 and 18 Vaccine,110168,NCT00492544,"Infections, Papillomavirus",Phase 3,http://www.gsk-clinicalstudyregister.com/study/110168,http://clinicaltrials.gov/show/NCT00492544,,Y,Y,Y,Y,Y,Y,Y,,1-May-2013
GSK,"Booster Vaccination With Pneumococcal Vaccine GSK1024850A, a DTPa-Combined and MenC or Hib-MenC Vaccines",Pneumococcal Polysaccharide Conjugate Vaccine (Adsorbed),109507,NCT00463437,"Infections, Streptococcal",Phase 3,http://www.gsk-clinicalstudyregister.com/study/109507,http://clinicaltrials.gov/show/NCT00463437,,Y,Y,Y,Y,Y,Y,Y,,1-May-2013
GSK,Immunogenicity and reactogenicity study of a new formulation of GSK Biologicals' DTPa-HBV-IPV/Hib vaccine administered as a booster dose to 18-23 months old children,"Combined Diphtheria, Tetanus, Acellular Pertussis Adsorbed, Hepatitis B (Recombinant), Inactivated Polio Vaccine",110478,NCT00611559,Acellular pertussis; Diphtheria; Hepatitis B; Poliomyelitis; Tetanus,Phase 4,http://www.gsk-clinicalstudyregister.com/study/110478,http://clinicaltrials.gov/show/NCT00611559,,Y,Y,Y,Y,Y,Y,Y,,1-May-2013
GSK,"Immunogenicity and safety study of GlaxoSmithKline Biologicals’ GSK2202083A vaccine in healthy infants at 2, 3 and 4 months of age","Combined Diphtheria, Tetanus, Acellular Pertussis, Hepatitis B, Inactivated Polio, Haemophilus influenzae Type b Vaccine",112157,NCT00970307,Acellular Pertussis; Diphtheria; Haemophilus influenzae type b; Hepatitis B; Poliomyelitis; Tetanus,Phase 2,http://www.gsk-clinicalstudyregister.com/study/112157,http://clinicaltrials.gov/show/NCT00970307,,Y,Y,Y,Y,Y,Y,Y,,1-May-2013
GSK,Immunogenicity and safety study of GlaxoSmithKline Biologicals’ GSK2202083A vaccine administered as a booster dose in 12-18 months old healthy children,"Combined Diphtheria, Tetanus, Acellular Pertussis, Hepatitis B, Inactivated Polio, Haemophilus influenzae Type b Vaccine",113978,NCT01171989,Acellular Pertussis; Diphtheria; Haemophilus influenzae type b; Hepatitis B; Poliomyelitis; Tetanus,Phase 2,http://www.gsk-clinicalstudyregister.com/study/113978,http://clinicaltrials.gov/show/NCT01171989,,Y,Y,Y,Y,Y,Y,Y,,1-May-2013
GSK,Immunogenicity and safety study of Kinrix® co-administered with Varivax®,"Diphtheria, Tetanus, Acellular Pertussis Vaccine Adsorbed",111852,NCT00871117,Acellular pertussis; Diphtheria; Tetanus,Phase 3,http://www.gsk-clinicalstudyregister.com/study/111852,http://clinicaltrials.gov/show/NCT00871117,,Y,Y,Y,Y,Y,Y,Y,,1-May-2013
GSK,"Feasibility study of GlaxoSmithKline Biologicals’ GSK2202083A vaccine in healthy infants at 3, 5 and 11 months of age.","Combined Diphtheria, Tetanus, Pertussis, HepB, Polio, Hib and Neisseria meningitis serogroup C tetanus toxoid conjugate vaccine",111761,NCT00871741,Acellular pertussis; Diphtheria; Haemophilus influenzae type b; Hepatitis B; Neisseria Meningitidis; Poliomyelitis; Tetanus,Phase 2,http://www.gsk-clinicalstudyregister.com/study/111761,http://clinicaltrials.gov/show/NCT00871741,,Y,Y,Y,Y,Y,Y,Y,,1-May-2013
GSK,"Non-inferiority of one formulation of GSK Biologicals' DTPw-HBV/Hib to 2 formulations of GSK Biologicals' DTPw-HBV/Hib with respect to the immune response to the PRP antigen, when administered to healthy infants at 6, 10, 14 weeks of age","Combined Diphtheria, Tetanus, Whole Cell Pertussis, Hepatitis B, Haemophilus influenzae Type b Vaccine (KFT)",104977,NCT00473668,Diphtheria; Haemophilus influenzae type b; Hepatitis B; Tetanus; Whole Cell Pertussis,Phase 3,http://www.gsk-clinicalstudyregister.com/study/104977,http://clinicaltrials.gov/show/NCT00473668,,Y,N,Y,Y,Y,Y,Y,An annotated case report form is not available for this study. A blank case report form will be provided.,1-May-2013
GSK,Immunogenicity and reactogenicity of a booster dose of GlaxoSmithKline Biologicals’ GSK2036874A vaccine in healthy toddlers,"Combined Diphtheria, Tetanus, Whole Cell Pertussis, Hepatitis B, Haemophilus influenzae Type b Vaccine (KFT)",113264,NCT01106092,Diphtheria; Haemophilus influenzae type b; Hepatitis B; Tetanus; Whole Cell Pertussis,Phase 2,http://www.gsk-clinicalstudyregister.com/study/113264,http://clinicaltrials.gov/show/NCT01106092,,Y,Y,Y,Y,Y,Y,Y,,1-May-2013
GSK,"Immunogenicity of GlaxoSmithKline Biologicals' MMRV vaccine (208136) vs. ProQuad®, when coadministered with hepatitis A and pneumococcal conjugate vaccines to children 12-14 months of age.","Combined Measles, Mumps, Rubella, Varicella Vaccine",110058,NCT00578175,Measles; Mumps; Rubella; Varicella,Phase 2,http://www.gsk-clinicalstudyregister.com/study/110058,http://clinicaltrials.gov/show/NCT00578175,,Y,Y,Y,Y,Y,Y,Y,,1-May-2013
GSK,Immunogenicity & safety study of GSK Biologicals’ combined measles-mumps-rubella-varicella vaccine 208136,"Combined Measles, Mumps, Rubella, Varicella Vaccine",110876,NCT00751348,Measles; Mumps; Rubella; Varicella,Phase 3,http://www.gsk-clinicalstudyregister.com/study/110876,http://clinicaltrials.gov/show/NCT00751348,,Y,N,Y,Y,Y,Y,Y,An annotated case report form is not available for this study. A blank case report form will be provided.,1-Feb-2015
GSK,"A phase IIIb, open, randomised, multicentre, primary study in healthy children, to establish the non-inferiority of GlaxoSmithKline (GSK) Biologicals’ MeMuRu-OKA vaccine (administered at 9 and 15 months of age) versus Priorix™ (9 months of age) and Priorix™ co-administered with Varilrix™ at 15 months of age (comparator) and also to evaluate the non-inferiority of Priorix™ (9 months of age) and MeMuRu-OKA vaccine (15 months of age) versus the comparator, all administered subcutaneously as two-dose primary vaccination course","Combined Measles, Mumps, Rubella, Varicella Vaccine",109995,NCT00969436,Measles; Mumps; Rubella; Varicella,Phase 3,http://www.gsk-clinicalstudyregister.com/study/109995,http://clinicaltrials.gov/show/NCT00969436,,Y,Y,Y,Y,Y,Y,Y,,1-Sep-2015
GSK,"Open, booster vaccination study to assess safety and reactogenicity of GSK Biologicals’ dTpa vaccine (Boostrix) when administered to healthy chinese children 6-8 years of age.","Combined Reduced Antigen Content Diphtheria, Tetanus, Acellular Pertussis Vaccine",107924,NCT00406562,Acellular pertussis; Diphtheria; Tetanus,Phase 3,http://www.gsk-clinicalstudyregister.com/study/107924,http://clinicaltrials.gov/show/NCT00406562,,Y,Y,Y,Y,Y,Y,Y,,1-May-2013
GSK,"Immunogenicity and safety study of GlaxoSmithKline (GSK) Biologicals’ Boostrix (dTpa) vaccine and the Chinese DT vaccine, when administered as booster vaccination in healthy children aged 6-8 years","Combined Reduced Antigen Content Diphtheria, Tetanus, Acellular Pertussis Vaccine",108638,NCT00452686,Acellular pertussis; Diphtheria; Tetanus,Phase 3,http://www.gsk-clinicalstudyregister.com/study/108638,http://clinicaltrials.gov/show/NCT00452686,,Y,Y,Y,Y,Y,Y,Y,,1-May-2013
GSK,"Evaluation of GSK Biologicals’ dTpa booster vaccine in adults, given 10 years after previous dTpa boosting.","Combined Reduced Antigen Content Diphtheria, Tetanus, Acellular Pertussis Vaccine",110804,NCT00548171,Acellular pertussis; Diphtheria; Tetanus,Phase 4,http://www.gsk-clinicalstudyregister.com/study/110804,http://clinicaltrials.gov/show/NCT00548171,,Y,Y,Y,Y,Y,Y,Y,,1-May-2013
GSK,Evaluation of GSK Biologicals’ dTpa booster vaccine in young adults 10 years after previous dTpa boosting.,"Combined Reduced Antigen Content Diphtheria, Tetanus, Acellular Pertussis Vaccine",110806,NCT00610168,Acellular pertussis; Diphtheria; Tetanus,Phase 4,http://www.gsk-clinicalstudyregister.com/study/110806,http://clinicaltrials.gov/show/NCT00610168,,Y,Y,Y,Y,Y,Y,Y,,1-May-2013
GSK,Evaluation of GSK Biologicals’ Boostrix® vaccine when compared with Decavac™ in adults aged 65 years or older.,"Combined Reduced Antigen Content Diphtheria, Tetanus, Acellular Pertussis Vaccine",BTX111413,NCT00835237,Acellular pertussis; Diphtheria; Tetanus,Phase 3,http://www.gsk-clinicalstudyregister.com/study/111413,http://clinicaltrials.gov/show/NCT00835237,,Y,Y,Y,Y,Y,Y,Y,,1-May-2013
GSK,"Evaluation of GSK Biological’s dTpa-IPV booster vaccine in children and adolescents, 5 years after previous dTpa-IPV boosting.","Combined Reduced Antigen Content Diphtheria, Tetanus, Acellular Pertussis, Inactivated Polio Vaccine",110947,NCT00635128,Acellular pertussis; Diphtheria; Poliomyelitis; Tetanus,Phase 4,http://www.gsk-clinicalstudyregister.com/study/110947,http://clinicaltrials.gov/show/NCT00635128,,Y,Y,Y,Y,Y,Y,Y,,1-Mar-2015
GSK,Immunogenicity and safety of GSK Biologicals’ dTpa-IPV vaccine (Boostrix Polio) as a booster dose in 5 to 6-year-old children.,"Combined Reduced Antigen Content Diphtheria, Tetanus, Acellular Pertussis, Inactivated Polio Vaccine",111815,NCT00871000,Acellular pertussis; Diphtheria; Poliomyelitis; Tetanus,Phase 3,http://www.gsk-clinicalstudyregister.com/study/111815,http://clinicaltrials.gov/show/NCT00871000,,Y,Y,Y,Y,Y,Y,Y,,1-May-2013
GSK,"Phase IIIb, multicentre study to assess safety & immunogenicity of GSK Biologicals’ combined DTPa/Hib (Infanrix/Hib) vaccine vs separate administration of DTPa (Infanrix) & Hib (Hiberix) vaccines in healthy infants 3,4,&5 months of age as compared with the separate administration of DTPa and Hib vaccines at different injection sites.","Diphtheria, Tetanus, Acellular Pertussis Vaccine Adsorbed",104567,NCT00412854,Acellular pertussis; Diphtheria; Tetanus,Phase 3,http://www.gsk-clinicalstudyregister.com/study/104567,http://clinicaltrials.gov/show/NCT00412854,,Y,Y,Y,Y,Y,Y,Y,,1-May-2013
GSK,Immunogenicity and reactogenicity study of GlaxoSmithKline Biologicals' Infanrix™/Hib vaccine administered as a booster dose to 18-24 months old children,"Diphtheria, Tetanus, Acellular Pertussis Vaccine Adsorbed",111535,NCT00696423,Acellular pertussis; Diphtheria; Tetanus,Phase 3,http://www.gsk-clinicalstudyregister.com/study/111535,http://clinicaltrials.gov/show/NCT00696423,,Y,Y,Y,Y,Y,Y,Y,,1-May-2013
